"DPTO_x","DPTO_DESC_x","DISTRITO_x","DIST_DESC_x","CLAVE_x","geometry","DPTO_y","DPTO_DESC_y","DISTRITO_y","DIST_DESC_y","CLAVE_y","longitude","latitude"
"08","MISIONES","04","SAN MIGUEL","0804","POINT (-6349587.875275823 -3065630.06180775)","08","MISIONES","04","SAN MIGUEL","0804","-6349587.875275823","-3065630.06180775"
"08","MISIONES","05","SAN PATRICIO","0805","POINT (-6325949.2813599855 -3120436.707844105)","08","MISIONES","05","SAN PATRICIO","0805","-6325949.2813599855","-3120436.707844105"
"08","MISIONES","06","SANTA MARÍA","0806","POINT (-6338936.114833463 -3096466.1809897413)","08","MISIONES","06","SANTA MARÍA","0806","-6338936.114833463","-3096466.1809897413"
"08","MISIONES","07","SANTA ROSA","0807","POINT (-6328875.233610919 -3109433.4773109714)","08","MISIONES","07","SANTA ROSA","0807","-6328875.233610919","-3109433.4773109714"
"08","MISIONES","08","SANTIAGO","0808","POINT (-6319071.670807605 -3140975.747307591)","08","MISIONES","08","SANTIAGO","0808","-6319071.670807605","-3140975.747307591"
"08","MISIONES","09","VILLA FLORIDA","0809","POINT (-6358902.361396889 -3050086.077394571)","08","MISIONES","09","VILLA FLORIDA","0809","-6358902.361396889","-3050086.077394571"
"08","MISIONES","10","YABEBYRY","0810","POINT (-6363685.385295233 -3171149.752416958)","08","MISIONES","10","YABEBYRY","0810","-6363685.385295233","-3171149.752416958"
"09","PARAGUARÍ","01","PARAGUARÍ","0901","POINT (-6362058.030031935 -2952621.9814130887)","09","PARAGUARÍ","01","PARAGUARÍ","0901","-6362058.030031935","-2952621.9814130887"
"09","PARAGUARÍ","02","ACAHAY","0902","POINT (-6357838.219743181 -2988334.7170670037)","09","PARAGUARÍ","02","ACAHAY","0902","-6357838.219743181","-2988334.7170670037"
"09","PARAGUARÍ","03","CAAPUCÚ","0903","POINT (-6365632.055208916 -3027859.0159784597)","09","PARAGUARÍ","03","CAAPUCÚ","0903","-6365632.055208916","-3027859.0159784597"
"09","PARAGUARÍ","04","CABALLERO","0904","POINT (-6330040.106045342 -2961035.2719325647)","09","PARAGUARÍ","04","CABALLERO","0904","-6330040.106045342","-2961035.2719325647"
"09","PARAGUARÍ","05","CARAPEGUÁ","0905","POINT (-6372709.997187244 -2969588.799119359)","09","PARAGUARÍ","05","CARAPEGUÁ","0905","-6372709.997187244","-2969588.799119359"
"09","PARAGUARÍ","06","ESCOBAR","0906","POINT (-6349526.27081917 -2955406.200750969)","09","PARAGUARÍ","06","ESCOBAR","0906","-6349526.27081917","-2955406.200750969"
"09","PARAGUARÍ","07","LA COLMENA","0907","POINT (-6327494.81367145 -2984886.200641391)","09","PARAGUARÍ","07","LA COLMENA","0907","-6327494.81367145","-2984886.200641391"
"09","PARAGUARÍ","08","MBUYAPEY","0908","POINT (-6318074.415304685 -3026567.172317102)","09","PARAGUARÍ","08","MBUYAPEY","0908","-6318074.415304685","-3026567.172317102"
"09","PARAGUARÍ","09","PIRAYÚ","0909","POINT (-6371614.637911226 -2935293.9131107703)","09","PARAGUARÍ","09","PIRAYÚ","0909","-6371614.637911226","-2935293.9131107703"
"09","PARAGUARÍ","10","QUIINDY","0910","POINT (-6371850.236295595 -2995446.736368041)","09","PARAGUARÍ","10","QUIINDY","0910","-6371850.236295595","-2995446.736368041"
"09","PARAGUARÍ","11","QUYQUYHÓ","0911","POINT (-6343687.346170692 -3027711.9314616774)","09","PARAGUARÍ","11","QUYQUYHÓ","0911","-6343687.346170692","-3027711.9314616774"
"09","PARAGUARÍ","12","ROQUE GONZÁLEZ DE SANTACRUZ","0912","POINT (-6377655.550630091 -2984384.7449263535)","09","PARAGUARÍ","12","ROQUE GONZÁLEZ DE SANTACRUZ","0912","-6377655.550630091","-2984384.7449263535"
"09","PARAGUARÍ","13","SAPUCÁI","0913","POINT (-6340398.9493454965 -2957991.127541397)","09","PARAGUARÍ","13","SAPUCÁI","0913","-6340398.9493454965","-2957991.127541397"
"09","PARAGUARÍ","14","TEBICUARY-MÍ","0914","POINT (-6308929.905456632 -2988458.8507202235)","09","PARAGUARÍ","14","TEBICUARY-MÍ","0914","-6308929.905456632","-2988458.8507202235"
"09","PARAGUARÍ","15","YAGUARÓN","0915","POINT (-6377159.9897954855 -2944945.7241353607)","09","PARAGUARÍ","15","YAGUARÓN","0915","-6377159.9897954855","-2944945.7241353607"
"09","PARAGUARÍ","16","YBYCUÍ","0916","POINT (-6347240.562795376 -3001767.8160112305)","09","PARAGUARÍ","16","YBYCUÍ","0916","-6347240.562795376","-3001767.8160112305"
"09","PARAGUARÍ","17","YBYTYMÍ","0917","POINT (-6322882.61493379 -2970227.649068366)","09","PARAGUARÍ","17","YBYTYMÍ","0917","-6322882.61493379","-2970227.649068366"
"10","ALTO PARANÁ","01","CIUDAD DEL ESTE","1001","POINT (-6085637.278459127 -2937892.8020042935)","10","ALTO PARANÁ","01","CIUDAD DEL ESTE","1001","-6085637.278459127","-2937892.8020042935"
"10","ALTO PARANÁ","02","PRESIDENTE FRANCO","1002","POINT (-6081699.445722116 -2943667.6064019343)","10","ALTO PARANÁ","02","PRESIDENTE FRANCO","1002","-6081699.445722116","-2943667.6064019343"
"10","ALTO PARANÁ","03","DOMINGO MARTÍNEZ DE IRALA","1003","POINT (-6081129.845677292 -2988053.8711764314)","10","ALTO PARANÁ","03","DOMINGO MARTÍNEZ DE IRALA","1003","-6081129.845677292","-2988053.8711764314"
"10","ALTO PARANÁ","04","DR. JUAN LEÓN MALLORQUÍN","1004","POINT (-6150740.498863602 -2928590.512327642)","10","ALTO PARANÁ","04","DR. JUAN LEÓN MALLORQUÍN","1004","-6150740.498863602","-2928590.512327642"
"10","ALTO PARANÁ","05","HERNANDARIAS","1005","POINT (-6081402.576374499 -2935262.2680454)","10","ALTO PARANÁ","05","HERNANDARIAS","1005","-6081402.576374499","-2935262.2680454"
"10","ALTO PARANÁ","06","ITAKYRY","1006","POINT (-6139000.077926487 -2873730.2170618977)","10","ALTO PARANÁ","06","ITAKYRY","1006","-6139000.077926487","-2873730.2170618977"
"10","ALTO PARANÁ","07","JUAN E. O'LEARY","1007","POINT (-6164296.33134757 -2927303.4897117713)","10","ALTO PARANÁ","07","JUAN E. O'LEARY","1007","-6164296.33134757","-2927303.4897117713"
"10","ALTO PARANÁ","08","ÑACUNDAY","1008","POINT (-6086888.552594116 -2996766.70243609)","10","ALTO PARANÁ","08","ÑACUNDAY","1008","-6086888.552594116","-2996766.70243609"
"10","ALTO PARANÁ","09","YGUAZÚ","1009","POINT (-6123353.391843397 -2932369.185845724)","10","ALTO PARANÁ","09","YGUAZÚ","1009","-6123353.391843397","-2932369.185845724"
"10","ALTO PARANÁ","10","LOS CEDRALES","1010","POINT (-6091542.58111587 -2957028.534694585)","10","ALTO PARANÁ","10","LOS CEDRALES","1010","-6091542.58111587","-2957028.534694585"
"10","ALTO PARANÁ","11","MINGA GUAZÚ","1011","POINT (-6094649.43217527 -2936187.600695149)","10","ALTO PARANÁ","11","MINGA GUAZÚ","1011","-6094649.43217527","-2936187.600695149"
"10","ALTO PARANÁ","12","SAN CRISTOBAL","1012","POINT (-6179809.859565197 -2984838.7083936054)","10","ALTO PARANÁ","12","SAN CRISTOBAL","1012","-6179809.859565197","-2984838.7083936054"
"10","ALTO PARANÁ","13","SANTA RITA","1013","POINT (-6132403.900836589 -2973703.5677827536)","10","ALTO PARANÁ","13","SANTA RITA","1013","-6132403.900836589","-2973703.5677827536"
"10","ALTO PARANÁ","14","NARANJAL","1014","POINT (-6143345.251240476 -2995889.3993891487)","10","ALTO PARANÁ","14","NARANJAL","1014","-6143345.251240476","-2995889.3993891487"
"10","ALTO PARANÁ","15","SANTA ROSA DEL MONDAY","1015","POINT (-6111919.893951625 -2975914.8670439273)","10","ALTO PARANÁ","15","SANTA ROSA DEL MONDAY","1015","-6111919.893951625","-2975914.8670439273"
"10","ALTO PARANÁ","16","MINGA PORÃ","1016","POINT (-6115253.002847668 -2860403.671889954)","10","ALTO PARANÁ","16","MINGA PORÃ","1016","-6115253.002847668","-2860403.671889954"
"10","ALTO PARANÁ","17","MBARACAYÚ","1017","POINT (-6092031.075340116 -2873941.4579758598)","10","ALTO PARANÁ","17","MBARACAYÚ","1017","-6092031.075340116","-2873941.4579758598"
"10","ALTO PARANÁ","18","SAN ALBERTO","1018","POINT (-6113466.862788365 -2871821.302046443)","10","ALTO PARANÁ","18","SAN ALBERTO","1018","-6113466.862788365","-2871821.302046443"
"10","ALTO PARANÁ","19","IRUÑA","1019","POINT (-6129111.035637745 -3013008.6664844616)","10","ALTO PARANÁ","19","IRUÑA","1019","-6129111.035637745","-3013008.6664844616"
"10","ALTO PARANÁ","20","SANTA FE DEL PARANÁ","1020","POINT (-6089548.150537385 -2903198.465608624)","10","ALTO PARANÁ","20","SANTA FE DEL PARANÁ","1020","-6089548.150537385","-2903198.465608624"
"10","ALTO PARANÁ","21","TAVAPY","1021","POINT (-6122074.156996201 -2957672.553213651)","10","ALTO PARANÁ","21","TAVAPY","1021","-6122074.156996201","-2957672.553213651"
"10","ALTO PARANÁ","22","DR. RAÚL PEÑA","1022","POINT (-6152853.447097885 -3018707.3422668576)","10","ALTO PARANÁ","22","DR. RAÚL PEÑA","1022","-6152853.447097885","-3018707.3422668576"
"11","CENTRAL","01","AREGUÁ","1101","POINT (-6387272.595965778 -2914995.7227223553)","11","CENTRAL","01","AREGUÁ","1101","-6387272.595965778","-2914995.7227223553"
"11","CENTRAL","02","CAPIATÁ","1102","POINT (-6396125.87734694 -2921218.7254976025)","11","CENTRAL","02","CAPIATÁ","1102","-6396125.87734694","-2921218.7254976025"
"11","CENTRAL","03","FERNANDO DE LA MORA","1103","POINT (-6406511.225100165 -2916092.3078844612)","11","CENTRAL","03","FERNANDO DE LA MORA","1103","-6406511.225100165","-2916092.3078844612"
"11","CENTRAL","04","GUARAMBARÉ","1104","POINT (-6395863.969813707 -2936164.2148361173)","11","CENTRAL","04","GUARAMBARÉ","1104","-6395863.969813707","-2936164.2148361173"
"11","CENTRAL","05","ITÁ","1105","POINT (-6386240.311303613 -2938104.9028837355)","11","CENTRAL","05","ITÁ","1105","-6386240.311303613","-2938104.9028837355"
"11","CENTRAL","06","ITAUGUÁ","1106","POINT (-6384779.198054936 -2924235.088842311)","11","CENTRAL","06","ITAUGUÁ","1106","-6384779.198054936","-2924235.088842311"
"11","CENTRAL","07","LAMBARÉ","1107","POINT (-6413567.110872425 -2918943.8485921957)","11","CENTRAL","07","LAMBARÉ","1107","-6413567.110872425","-2918943.8485921957"
"11","CENTRAL","08","LIMPIO","1108","POINT (-6397508.130666534 -2896387.2963662413)","11","CENTRAL","08","LIMPIO","1108","-6397508.130666534","-2896387.2963662413"
"11","CENTRAL","09","LUQUE","1109","POINT (-6398729.691336026 -2908407.21683132)","11","CENTRAL","09","LUQUE","1109","-6398729.691336026","-2908407.21683132"
"11","CENTRAL","10","MARIANO ROQUE ALONSO","1110","POINT (-6404930.408165505 -2901499.206781963)","11","CENTRAL","10","MARIANO ROQUE ALONSO","1110","-6404930.408165505","-2901499.206781963"
"11","CENTRAL","11","NUEVA ITALIA","1111","POINT (-6397058.755000729 -2950970.5153634055)","11","CENTRAL","11","NUEVA ITALIA","1111","-6397058.755000729","-2950970.5153634055"
"11","CENTRAL","12","ÑEMBY","1112","POINT (-6405242.731689015 -2924041.8312914046)","11","CENTRAL","12","ÑEMBY","1112","-6405242.731689015","-2924041.8312914046"
"11","CENTRAL","13","SAN ANTONIO","1113","POINT (-6408228.4447671175 -2926555.7903826325)","11","CENTRAL","13","SAN ANTONIO","1113","-6408228.4447671175","-2926555.7903826325"
"11","CENTRAL","14","SAN LORENZO","1114","POINT (-6402778.709982744 -2919425.720563911)","11","CENTRAL","14","SAN LORENZO","1114","-6402778.709982744","-2919425.720563911"
"11","CENTRAL","15","VILLA ELISA","1115","POINT (-6410918.403742673 -2921558.382576859)","11","CENTRAL","15","VILLA ELISA","1115","-6410918.403742673","-2921558.382576859"
"11","CENTRAL","16","VILLETA","1116","POINT (-6408086.609931851 -2938911.6161919776)","11","CENTRAL","16","VILLETA","1116","-6408086.609931851","-2938911.6161919776"
"11","CENTRAL","17","YPACARAÍ","1117","POINT (-6377505.473015215 -2925054.4351718277)","11","CENTRAL","17","YPACARAÍ","1117","-6377505.473015215","-2925054.4351718277"
"11","CENTRAL","18","YPANÉ","1118","POINT (-6401584.718644925 -2931928.652662345)","11","CENTRAL","18","YPANÉ","1118","-6401584.718644925","-2931928.652662345"
"11","CENTRAL","19","J. AUGUSTO SALDÍVAR","1119","POINT (-6394335.048954975 -2930218.0258866525)","11","CENTRAL","19","J. AUGUSTO SALDÍVAR","1119","-6394335.048954975","-2930218.0258866525"
"12","ÑEEMBUCÚ","01","PILAR","1201","POINT (-6489953.962029865 -3107403.9948521047)","12","ÑEEMBUCÚ","01","PILAR","1201","-6489953.962029865","-3107403.9948521047"
"12","ÑEEMBUCÚ","02","ALBERDI","1202","POINT (-6472430.284686189 -3022419.053669395)","12","ÑEEMBUCÚ","02","ALBERDI","1202","-6472430.284686189","-3022419.053669395"
"12","ÑEEMBUCÚ","03","CERRITO","1203","POINT (-6416645.484756113 -3165165.7668575905)","12","ÑEEMBUCÚ","03","CERRITO","1203","-6416645.484756113","-3165165.7668575905"
"12","ÑEEMBUCÚ","04","DESMOCHADOS","1204","POINT (-6466198.368252409 -3138619.264204175)","12","ÑEEMBUCÚ","04","DESMOCHADOS","1204","-6466198.368252409","-3138619.264204175"
"12","ÑEEMBUCÚ","05","GRAL. JOSÉ EDUVIGIS DÍAZ","1205","POINT (-6497734.443498665 -3148715.5150291156)","12","ÑEEMBUCÚ","05","GRAL. JOSÉ EDUVIGIS DÍAZ","1205","-6497734.443498665","-3148715.5150291156"
"12","ÑEEMBUCÚ","06","GUAZÚ-CUÁ","1206","POINT (-6452964.070912857 -3108783.247575492)","12","ÑEEMBUCÚ","06","GUAZÚ-CUÁ","1206","-6452964.070912857","-3108783.247575492"
"12","ÑEEMBUCÚ","07","HUMAITÁ","1207","POINT (-6512851.247186006 -3132019.903447757)","12","ÑEEMBUCÚ","07","HUMAITÁ","1207","-6512851.247186006","-3132019.903447757"
"12","ÑEEMBUCÚ","08","ISLA UMBÚ","1208","POINT (-6486752.92049349 -3121320.074374595)","12","ÑEEMBUCÚ","08","ISLA UMBÚ","1208","-6486752.92049349","-3121320.074374595"
"12","ÑEEMBUCÚ","09","LAURELES","1209","POINT (-6396573.902619835 -3154541.69094152)","12","ÑEEMBUCÚ","09","LAURELES","1209","-6396573.902619835","-3154541.69094152"
"12","ÑEEMBUCÚ","10","MAYOR JOSÉ DEJESÚS MARTÍNEZ","1210","POINT (-6482077.561688635 -3141849.9791716854)","12","ÑEEMBUCÚ","10","MAYOR JOSÉ DEJESÚS MARTÍNEZ","1210","-6482077.561688635","-3141849.9791716854"
"12","ÑEEMBUCÚ","11","PASO DE PATRIA","1211","POINT (-6517363.051353267 -3153810.3086121026)","12","ÑEEMBUCÚ","11","PASO DE PATRIA","1211","-6517363.051353267","-3153810.3086121026"
"12","ÑEEMBUCÚ","12","SAN JUAN BAUTISTA DE ÑEEMBUCÚ","1212","POINT (-6445877.336206661 -3082382.9727698555)","12","ÑEEMBUCÚ","12","SAN JUAN BAUTISTA DE ÑEEMBUCÚ","1212","-6445877.336206661","-3082382.9727698555"
"12","ÑEEMBUCÚ","13","TACUARAS","1213","POINT (-6454670.998388974 -3100821.1498119337)","12","ÑEEMBUCÚ","13","TACUARAS","1213","-6454670.998388974","-3100821.1498119337"
"12","ÑEEMBUCÚ","14","VILLA FRANCA","1214","POINT (-6472944.488355155 -3038125.415605659)","12","ÑEEMBUCÚ","14","VILLA FRANCA","1214","-6472944.488355155","-3038125.415605659"
"12","ÑEEMBUCÚ","15","VILLA OLIVA","1215","POINT (-6440825.920225498 -3001977.920937841)","12","ÑEEMBUCÚ","15","VILLA OLIVA","1215","-6440825.920225498","-3001977.920937841"
"12","ÑEEMBUCÚ","16","VILLALBÍN","1216","POINT (-6448661.151376197 -3140858.2455547242)","12","ÑEEMBUCÚ","16","VILLALBÍN","1216","-6448661.151376197","-3140858.2455547242"
"13","AMAMBAY","01","PEDRO JUAN CABALLERO","1301","POINT (-6204872.430768618 -2578267.6130779544)","13","AMAMBAY","01","PEDRO JUAN CABALLERO","1301","-6204872.430768618","-2578267.6130779544"
"13","AMAMBAY","02","BELLA VISTA","1302","POINT (-6291015.433425482 -2526178.063413931)","13","AMAMBAY","02","BELLA VISTA","1302","-6291015.433425482","-2526178.063413931"
"13","AMAMBAY","03","CAPITÁN BADO","1303","POINT (-6182817.791710883 -2664343.338461905)","13","AMAMBAY","03","CAPITÁN BADO","1303","-6182817.791710883","-2664343.338461905"
"13","AMAMBAY","04","ZANJA PYTÃ","1304","POINT (-6192867.084670934 -2588124.6233613207)","13","AMAMBAY","04","ZANJA PYTÃ","1304","-6192867.084670934","-2588124.6233613207"
"14","CANINDEYÚ","01","SALTO DEL GUAIRÁ","1401","POINT (-6046517.483190742 -2761976.8659188338)","14","CANINDEYÚ","01","SALTO DEL GUAIRÁ","1401","-6046517.483190742","-2761976.8659188338"
"14","CANINDEYÚ","02","CORPUS CHRISTI","1402","POINT (-6115740.939217513 -2763412.7183173005)","14","CANINDEYÚ","02","CORPUS CHRISTI","1402","-6115740.939217513","-2763412.7183173005"
"14","CANINDEYÚ","03","VILLA CURUGUATY","1403","POINT (-6199684.877457472 -2811060.9610099387)","14","CANINDEYÚ","03","VILLA CURUGUATY","1403","-6199684.877457472","-2811060.9610099387"
"14","CANINDEYÚ","04","VILLA YGATIMÍ","1404","POINT (-6194218.754400837 -2768635.420871945)","14","CANINDEYÚ","04","VILLA YGATIMÍ","1404","-6194218.754400837","-2768635.420871945"
"14","CANINDEYÚ","05","ITANARÁ","1405","POINT (-6174215.085958663 -2723121.2713087397)","14","CANINDEYÚ","05","ITANARÁ","1405","-6174215.085958663","-2723121.2713087397"
"14","CANINDEYÚ","06","YPEJHÚ","1406","POINT (-6171842.528035823 -2739926.9862328544)","14","CANINDEYÚ","06","YPEJHÚ","1406","-6171842.528035823","-2739926.9862328544"
"14","CANINDEYÚ","07","FRANCISCO CABALLERO ÁLVAREZ","1407","POINT (-6085495.210953707 -2771999.777801833)","14","CANINDEYÚ","07","FRANCISCO CABALLERO ÁLVAREZ","1407","-6085495.210953707","-2771999.777801833"
"14","CANINDEYÚ","08","KATUETÉ","1408","POINT (-6095817.266291235 -2783683.140394582)","14","CANINDEYÚ","08","KATUETÉ","1408","-6095817.266291235","-2783683.140394582"
"14","CANINDEYÚ","09","LA PALOMA DEL ESPÍRITU SANTO","1409","POINT (-6079401.139945244 -2769252.0808459218)","14","CANINDEYÚ","09","LA PALOMA DEL ESPÍRITU SANTO","1409","-6079401.139945244","-2769252.0808459218"
"14","CANINDEYÚ","10","NUEVA ESPERANZA","1410","POINT (-6106870.932147904 -2815144.5951482146)","14","CANINDEYÚ","10","NUEVA ESPERANZA","1410","-6106870.932147904","-2815144.5951482146"
"14","CANINDEYÚ","11","YASY KAÑY","1411","POINT (-6220952.566265754 -2817802.7138833287)","14","CANINDEYÚ","11","YASY KAÑY","1411","-6220952.566265754","-2817802.7138833287"
"14","CANINDEYÚ","12","YBYRAROBANÁ","1412","POINT (-6128431.380664046 -2791484.324666999)","14","CANINDEYÚ","12","YBYRAROBANÁ","1412","-6128431.380664046","-2791484.324666999"
"15","PRESIDENTE HAYES","02","BENJAMÍN ACEVAL","1502","POINT (-6407192.798689707 -2875555.731664138)","15","PRESIDENTE HAYES","02","BENJAMÍN ACEVAL","1502","-6407192.798689707","-2875555.731664138"
"15","PRESIDENTE HAYES","03","PUERTO PINASCO","1503","POINT (-6438810.367918889 -2589224.936005704)","15","PRESIDENTE HAYES","03","PUERTO PINASCO","1503","-6438810.367918889","-2589224.936005704"
"15","PRESIDENTE HAYES","04","VILLA HAYES","1504","POINT (-6404301.995923337 -2886721.3804023108)","15","PRESIDENTE HAYES","04","VILLA HAYES","1504","-6404301.995923337","-2886721.3804023108"
"15","PRESIDENTE HAYES","05","NANAWA","1505","POINT (-6423325.201276109 -2912157.3249742584)","15","PRESIDENTE HAYES","05","NANAWA","1505","-6423325.201276109","-2912157.3249742584"
"15","PRESIDENTE HAYES","06","JOSÉ FALCÓN","1506","POINT (-6424598.0141689675 -2902593.799852295)","15","PRESIDENTE HAYES","06","JOSÉ FALCÓN","1506","-6424598.0141689675","-2902593.799852295"
"15","PRESIDENTE HAYES","07","TTE. 1° MANUEL IRALA FERNÁNDEZ","1507","POINT (-6632957.989768933 -2609580.243320022)","15","PRESIDENTE HAYES","07","TTE. 1° MANUEL IRALA FERNÁNDEZ","1507","-6632957.989768933","-2609580.243320022"
"15","PRESIDENTE HAYES","08","TENIENTE ESTEBAN MARTÍNEZ","1508","POINT (-6656942.795683235 -2763574.0472204853)","15","PRESIDENTE HAYES","08","TENIENTE ESTEBAN MARTÍNEZ","1508","-6656942.795683235","-2763574.0472204853"
"15","PRESIDENTE HAYES","09","GENERAL JOSÉ MARÍA BRUGUEZ","1509","POINT (-6547900.376402696 -2845420.0273775184)","15","PRESIDENTE HAYES","09","GENERAL JOSÉ MARÍA BRUGUEZ","1509","-6547900.376402696","-2845420.0273775184"
"16","BOQUERÓN","02","MARISCAL JOSÉ FÉLIX ESTIGARRIBIA","1602","POINT (-6745842.715702408 -2514382.435674126)","16","BOQUERÓN","02","MARISCAL JOSÉ FÉLIX ESTIGARRIBIA","1602","-6745842.715702408","-2514382.435674126"
"16","BOQUERÓN","04","FILADELFIA","1604","POINT (-6682738.582289841 -2554143.0719302595)","16","BOQUERÓN","04","FILADELFIA","1604","-6682738.582289841","-2554143.0719302595"
"16","BOQUERÓN","05","LOMA PLATA","1605","POINT (-6660450.6350695435 -2557390.6487193573)","16","BOQUERÓN","05","LOMA PLATA","1605","-6660450.6350695435","-2557390.6487193573"
"17","ALTO PARAGUAY","01","FUERTE OLIMPO","1701","POINT (-6442424.151137962 -2397271.969724904)","17","ALTO PARAGUAY","01","FUERTE OLIMPO","1701","-6442424.151137962","-2397271.969724904"
"17","ALTO PARAGUAY","02","PUERTO CASADO","1702","POINT (-6450473.6711945925 -2545738.877749295)","17","ALTO PARAGUAY","02","PUERTO CASADO","1702","-6450473.6711945925","-2545738.877749295"
"17","ALTO PARAGUAY","04","BAHÍA NEGRA","1704","POINT (-6475201.453804415 -2300895.2080977405)","17","ALTO PARAGUAY","04","BAHÍA NEGRA","1704","-6475201.453804415","-2300895.2080977405"
"17","ALTO PARAGUAY","05","CARMELO PERALTA","1705","POINT (-6446984.107816849 -2472238.854320942)","17","ALTO PARAGUAY","05","CARMELO PERALTA","1705","-6446984.107816849","-2472238.854320942"
