"DPTO_x","DPTO_DESC_x","DISTRITO_x","DIST_DESC_x","NOMBRE_x","LONGITUD_x","LATITUD_x","geometry","DPTO_y","DPTO_DESC_y","DISTRITO_y","DIST_DESC_y","NOMBRE_y","LONGITUD_y","LATITUD_y","longitude","latitude"
"05","CAAGUAZU","10","SAN JOSE DE LOS ARROYOS","SUB COMISARIA N° 46 YHACA","-56.69705","-25.64207","POINT (-6311486.756111273 -2954816.416546784)","05","CAAGUAZU","10","SAN JOSE DE LOS ARROYOS","SUB COMISARIA N° 46 YHACA","-56.69705","-25.64207","-6311486.756111273","-2954816.416546784"
"06","CAAZAPA","02","ABAI","COMISARIA 19 PAULISTA","-55.55141","-25.89692","POINT (-6183954.704394183 -2986320.1236297586)","06","CAAZAPA","02","ABAI","COMISARIA 19 PAULISTA","-55.55141","-25.89692","-6183954.704394183","-2986320.1236297586"
"16","BOQUERON","04","FILADELFIA","COMISARIA 1RA JEFATURA DEPARTAMENTAL","-60.03465","-22.35773","POINT (-6683027.004697094 -2554529.0719556566)","16","BOQUERON","04","FILADELFIA","COMISARIA 1RA JEFATURA DEPARTAMENTAL","-60.03465","-22.35773","-6683027.004697094","-2554529.0719556566"
"11","CENTRAL","13","SAN ANTONIO","COMISARIA 24 SAN ANTONIO","-57.56362","-25.4223","POINT (-6407953.343310834 -2927703.9440634497)","11","CENTRAL","13","SAN ANTONIO","COMISARIA 24 SAN ANTONIO","-57.56362","-25.4223","-6407953.343310834","-2927703.9440634497"
"12","1EEMBUCU","13","TACUARAS","COMISARIA 18 CRUCE ESTERO CAMBA","-57.58346","-26.86525","POINT (-6410161.723870034 -3106646.1568381167)","12","1EEMBUCU","13","TACUARAS","COMISARIA 18 CRUCE ESTERO CAMBA","-57.58346","-26.86525","-6410161.723870034","-3106646.1568381167"
"04","GUAIRA","01","VILLARRICA","COMISARIA 6 Bo LOMAS VALENTINAS","-56.46096","-25.78053","POINT (-6285205.394522544 -2971924.1022587754)","04","GUAIRA","01","VILLARRICA","COMISARIA 6 Bo LOMAS VALENTINAS","-56.46096","-25.78053","-6285205.394522544","-2971924.1022587754"
"16","BOQUERON","05","LOMA PLATA","COMISARIA 3RA LOMA PLATA","-59.83525","-22.37672","POINT (-6660829.572867433 -2556815.9931360884)","16","BOQUERON","05","LOMA PLATA","COMISARIA 3RA LOMA PLATA","-59.83525","-22.37672","-6660829.572867433","-2556815.9931360884"
"07","ITAPUA","21","SAN RAFAEL DEL PARANA","COMISARIA 93 ALBORADA","-54.81518","-26.63342","POINT (-6101998.110873707 -3077746.3937148266)","07","ITAPUA","21","SAN RAFAEL DEL PARANA","COMISARIA 93 ALBORADA","-54.81518","-26.63342","-6101998.110873707","-3077746.3937148266"
"05","CAAGUAZU","13","R.I. 3 CORRALES","SUB COMISARIA N° 036 TACUACORA","-56.34041","-25.39151","POINT (-6271785.752284208 -2923910.36875777)","05","CAAGUAZU","13","R.I. 3 CORRALES","SUB COMISARIA N° 036 TACUACORA","-56.34041","-25.39151","-6271785.752284208","-2923910.36875777"
"09","PARAGUARI","02","ACAHAY","COMISARIA 2 ACAHAY","-57.11107","-25.91014","POINT (-6357575.295097296 -2987955.995768408)","09","PARAGUARI","02","ACAHAY","COMISARIA 2 ACAHAY","-57.11107","-25.91014","-6357575.295097296","-2987955.995768408"
"12","1EEMBUCU","13","TACUARAS","COMISARIA 19 COLONIA MBURICA","-58.18565","-26.68617","POINT (-6477197.453979793 -3084317.433555577)","12","1EEMBUCU","13","TACUARAS","COMISARIA 19 COLONIA MBURICA","-58.18565","-26.68617","-6477197.453979793","-3084317.433555577"
"02","SAN PEDRO","20","LIBERACION","COMISARIA 25 JOAIHU","-56.42753","-24.24751","POINT (-6281483.929575296 -2783597.4270616574)","02","SAN PEDRO","20","LIBERACION","COMISARIA 25 JOAIHU","-56.42753","-24.24751","-6281483.929575296","-2783597.4270616574"
"12","1EEMBUCU","13","TACUARAS","PUESTO POLICIAL N° 3 PUNTA DIAMANTE","-57.75171","-26.99837","POINT (-6428890.463516844 -3123268.067385435)","12","1EEMBUCU","13","TACUARAS","PUESTO POLICIAL N° 3 PUNTA DIAMANTE","-57.75171","-26.99837","-6428890.463516844","-3123268.067385435"
"15","PRESIDENTE HAYES","04","VILLA HAYES","CASETA POLICIAL","-57.53078","-25.07809","POINT (-6404297.079888461 -2885339.597668721)","15","PRESIDENTE HAYES","04","VILLA HAYES","CASETA POLICIAL","-57.53078","-25.07809","-6404297.079888461","-2885339.597668721"
"04","GUAIRA","12","NATALICIO TALAVERA","SUB COMISARIA N° 19 PAÑETEY","-56.25065","-25.70381","POINT (-6261793.244164964 -2962442.7975317957)","04","GUAIRA","12","NATALICIO TALAVERA","SUB COMISARIA N° 19 PAÑETEY","-56.25065","-25.70381","-6261793.244164964","-2962442.7975317957"
"09","PARAGUARI","07","LA COLMENA","COMISARIA 7MA LA COLMENA","-56.84166","-25.88738","POINT (-6327584.591915227 -2985139.150220038)","09","PARAGUARI","07","LA COLMENA","COMISARIA 7MA LA COLMENA","-56.84166","-25.88738","-6327584.591915227","-2985139.150220038"
"10","ALTO PARANA","06","ITAKYRY","COMISARIA ITAKYRY","-55.1451","-24.98857","POINT (-6138724.629290958 -2874341.076865374)","10","ALTO PARANA","06","ITAKYRY","COMISARIA ITAKYRY","-55.1451","-24.98857","-6138724.629290958","-2874341.076865374"
"04","GUAIRA","11","MBOCAYATY","COMISARIA 28 JORGE NAVILLE","-56.33136","-25.71952","POINT (-6270778.248294336 -2964383.5439939867)","04","GUAIRA","11","MBOCAYATY","COMISARIA 28 JORGE NAVILLE","-56.33136","-25.71952","-6270778.248294336","-2964383.5439939867"
"09","PARAGUARI","08","MBUYAPEY","COMISARIA 8VA MBUYAPEY","-56.75486","-26.21884","POINT (-6317922.272069779 -3026210.406511565)","09","PARAGUARI","08","MBUYAPEY","COMISARIA 8VA MBUYAPEY","-56.75486","-26.21884","-6317922.272069779","-3026210.406511565"
"06","CAAZAPA","02","ABAI","COMISARIA 16 TUNA","-55.77366","-25.86353","POINT (-6208695.0598120885 -2982187.7253888794)","06","CAAZAPA","02","ABAI","COMISARIA 16 TUNA","-55.77366","-25.86353","-6208695.0598120885","-2982187.7253888794"
"04","GUAIRA","11","MBOCAYATY","SUB COMISARIA N° 1 MANUEL GONDRA","-56.3532","-25.6894","POINT (-6273209.859584156 -2960661.953679721)","04","GUAIRA","11","MBOCAYATY","SUB COMISARIA N° 1 MANUEL GONDRA","-56.3532","-25.6894","-6273209.859584156","-2960661.953679721"
"11","CENTRAL","01","AREGUA","COMISARIA 18 AREGUA","-57.38497","-25.31375","POINT (-6388065.265740289 -2914331.4819073714)","11","CENTRAL","01","AREGUA","COMISARIA 18 AREGUA","-57.38497","-25.31375","-6388065.265740289","-2914331.4819073714"
"06","CAAZAPA","02","ABAI","DESTACAMENTO POLICIAL N° 3 EMILIANO RE","-55.75119","-25.98954","POINT (-6206193.943237232 -2997785.45906807)","06","CAAZAPA","02","ABAI","DESTACAMENTO POLICIAL N° 3 EMILIANO RE","-55.75119","-25.98954","-6206193.943237232","-2997785.45906807"
"09","PARAGUARI","06","ESCOBAR","COMISARIA 6TA ESCOBAR","-57.03778","-25.64342","POINT (-6349416.405440341 -2954983.646525252)","09","PARAGUARI","06","ESCOBAR","COMISARIA 6TA ESCOBAR","-57.03778","-25.64342","-6349416.405440341","-2954983.646525252"
"02","SAN PEDRO","01","SAN PEDRO DEL YCUAMANDYYU","SUB COMISARIA Nº 3 HUGUAI SOSA","-56.91802","-23.87016","POINT (-6336085.003361357 -2737594.097074648)","02","SAN PEDRO","01","SAN PEDRO DEL YCUAMANDYYU","SUB COMISARIA Nº 3 HUGUAI SOSA","-56.91802","-23.87016","-6336085.003361357","-2737594.097074648"
"07","ITAPUA","01","ENCARNACION","COMISARIA 5TA NUEVA ESPERANZA","-55.89425","-27.30752","POINT (-6222119.633804264 -3161944.7079927926)","07","ITAPUA","01","ENCARNACION","COMISARIA 5TA NUEVA ESPERANZA","-55.89425","-27.30752","-6222119.633804264","-3161944.7079927926"
"07","ITAPUA","23","EDELIRA","COMISARIA 86 PIRAPEY KM 58 EDELIRA","-55.38203","-26.51639","POINT (-6165099.307847682 -3063179.672811163)","07","ITAPUA","23","EDELIRA","COMISARIA 86 PIRAPEY KM 58 EDELIRA","-55.38203","-26.51639","-6165099.307847682","-3063179.672811163"
"04","GUAIRA","17","PASO YOBAI","COMISARIA 29 PLANCHADA","-56.07813","-25.67833","POINT (-6242589.07958341 -2959294.727894717)","04","GUAIRA","17","PASO YOBAI","COMISARIA 29 PLANCHADA","-56.07813","-25.67833","-6242589.07958341","-2959294.727894717"
"02","SAN PEDRO","01","SAN PEDRO DEL YCUAMANDYYU","SUB COMISARIA Nº 6 POTRERO NARANJO","-56.83163","-23.73321","POINT (-6326468.483616693 -2720931.5133133)","02","SAN PEDRO","01","SAN PEDRO DEL YCUAMANDYYU","SUB COMISARIA Nº 6 POTRERO NARANJO","-56.83163","-23.73321","-6326468.483616693","-2720931.5133133"
"12","1EEMBUCU","16","VILLALBIN","SUB COMISARIA N° 16 ISLA RO'Y","-57.88962","-27.22184","POINT (-6444242.872775458 -3151215.6590018594)","12","1EEMBUCU","16","VILLALBIN","SUB COMISARIA N° 16 ISLA RO'Y","-57.88962","-27.22184","-6444242.872775458","-3151215.6590018594"
"10","ALTO PARANA","05","HERNANDARIAS","PUESTO POLICIAL N° 8 SANTA TERESA","-54.66131","-25.38673","POINT (-6084869.255494663 -2923321.346068905)","10","ALTO PARANA","05","HERNANDARIAS","PUESTO POLICIAL N° 8 SANTA TERESA","-54.66131","-25.38673","-6084869.255494663","-2923321.346068905"
"15","PRESIDENTE HAYES","04","VILLA HAYES","JEFATURA DE POLICIA DE PRESIDENTE HAYES","-57.52142","-25.0956","POINT (-6403255.646137124 -2887491.9063376165)","15","PRESIDENTE HAYES","04","VILLA HAYES","JEFATURA DE POLICIA DE PRESIDENTE HAYES","-57.52142","-25.0956","-6403255.646137124","-2887491.9063376165"
"15","PRESIDENTE HAYES","04","VILLA HAYES","COMISARIA 4TA PTE HAYES","-57.52109","-25.09584","POINT (-6403218.068635541 -2887520.73905788)","15","PRESIDENTE HAYES","04","VILLA HAYES","COMISARIA 4TA PTE HAYES","-57.52109","-25.09584","-6403218.068635541","-2887520.73905788"
"06","CAAZAPA","02","ABAI","COMISARIA 26 TARUMA","-55.80522","-25.91346","POINT (-6212209.131966698 -2988366.311843353)","06","CAAZAPA","02","ABAI","COMISARIA 26 TARUMA","-55.80522","-25.91346","-6212209.131966698","-2988366.311843353"
"06","CAAZAPA","02","ABAI","COMISARIA 9NA TUPARENDA","-55.62926","-25.87771","POINT (-6192621.160686443 -2983942.288668188)","06","CAAZAPA","02","ABAI","COMISARIA 9NA TUPARENDA","-55.62926","-25.87771","-6192621.160686443","-2983942.288668188"
"00","ASUNCION","00","ASUNCION","COMISARIA 13RA METROPOLITANA","-57.64531","-25.35972","POINT (-6417046.6029961705 -2919992.7241351553)","00","ASUNCION","00","ASUNCION","COMISARIA 13RA METROPOLITANA","-57.64531","-25.35972","-6417046.6029961705","-2919992.7241351553"
"02","SAN PEDRO","20","LIBERACION","COMISARIA 22 JEJUI","-56.44651","-24.11182","POINT (-6283596.451301188 -2767039.3652560813)","02","SAN PEDRO","20","LIBERACION","COMISARIA 22 JEJUI","-56.44651","-24.11182","-6283596.451301188","-2767039.3652560813"
"07","ITAPUA","01","ENCARNACION","POLICIA NACIONAL JEFATURA DE POLICIA","-55.85456","-27.3459","POINT (-6217701.055862803 -3166754.7375942576)","07","ITAPUA","01","ENCARNACION","POLICIA NACIONAL JEFATURA DE POLICIA","-55.85456","-27.3459","-6217701.055862803","-3166754.7375942576"
"07","ITAPUA","01","ENCARNACION","COMISARIA 4 POTI Y","-55.85502","-27.34395","POINT (-6217752.405856369 -3166510.043597172)","07","ITAPUA","01","ENCARNACION","COMISARIA 4 POTI Y","-55.85502","-27.34395","-6217752.405856369","-3166510.043597172"
"04","GUAIRA","17","PASO YOBAI","COMISARIA 34 SAN AGUSTIN","-55.88851","-25.83953","POINT (-6221480.173235219 -2979219.9443411357)","04","GUAIRA","17","PASO YOBAI","COMISARIA 34 SAN AGUSTIN","-55.88851","-25.83953","-6221480.173235219","-2979219.9443411357"
"15","PRESIDENTE HAYES","03","PUERTO PINASCO","COMISARIA 5 PTO PINASCO","-57.84249","-22.64745","POINT (-6438996.801475311 -2589438.7589790896)","15","PRESIDENTE HAYES","03","PUERTO PINASCO","COMISARIA 5 PTO PINASCO","-57.84249","-22.64745","-6438996.801475311","-2589438.7589790896"
"02","SAN PEDRO","01","SAN PEDRO DEL YCUAMANDYYU","SUB COMISARIA Nº 5 FONDO RUGUA","-56.84053","-23.83487","POINT (-6327459.08948195 -2733299.600607133)","02","SAN PEDRO","01","SAN PEDRO DEL YCUAMANDYYU","SUB COMISARIA Nº 5 FONDO RUGUA","-56.84053","-23.83487","-6327459.08948195","-2733299.600607133"
"12","1EEMBUCU","16","VILLALBIN","SUB COMISARIA N° 16 ISLA RO Y","-57.88959","-27.22185","POINT (-6444239.930917605 -3151215.9221543777)","12","1EEMBUCU","16","VILLALBIN","SUB COMISARIA N° 16 ISLA RO Y","-57.88959","-27.22185","-6444239.930917605","-3151215.9221543777"
"00","ASUNCION","00","ASUNCION","COMISARIA 11MA METROPOLITANA","-57.56852","-25.30161","POINT (-6408497.830414349 -2912835.821675353)","00","ASUNCION","00","ASUNCION","COMISARIA 11MA METROPOLITANA","-57.56852","-25.30161","-6408497.830414349","-2912835.821675353"
"07","ITAPUA","21","SAN RAFAEL DEL PARANA","COMISARIA 89 SAN RAFAEL","-54.93261","-26.65395","POINT (-6115070.646231704 -3080303.3453169568)","07","ITAPUA","21","SAN RAFAEL DEL PARANA","COMISARIA 89 SAN RAFAEL","-54.93261","-26.65395","-6115070.646231704","-3080303.3453169568"
"06","CAAZAPA","01","CAAZAPA","COMISARIA 11 BOQUERON","-56.24256","-26.25265","POINT (-6260893.386380723 -3030406.0775692263)","06","CAAZAPA","01","CAAZAPA","COMISARIA 11 BOQUERON","-56.24256","-26.25265","-6260893.386380723","-3030406.0775692263"
"12","1EEMBUCU","16","VILLALBIN","PUESTO POLICIAL N° 6","-57.96988","-27.19812","POINT (-6453177.0327862445 -3148245.999569529)","12","1EEMBUCU","16","VILLALBIN","PUESTO POLICIAL N° 6","-57.96988","-27.19812","-6453177.0327862445","-3148245.999569529"
"07","ITAPUA","01","ENCARNACION","COMISARIA 1RA ENCARNACION","-55.86044","-27.32867","POINT (-6218355.356452757 -3164594.776502791)","07","ITAPUA","01","ENCARNACION","COMISARIA 1RA ENCARNACION","-55.86044","-27.32867","-6218355.356452757","-3164594.776502791"
"09","PARAGUARI","05","CARAPEGUA","COMISARIA 5TA CARAPEGUA","-57.24429","-25.76634","POINT (-6372404.831363699 -2970169.3556081583)","09","PARAGUARI","05","CARAPEGUA","COMISARIA 5TA CARAPEGUA","-57.24429","-25.76634","-6372404.831363699","-2970169.3556081583"
"12","1EEMBUCU","10","MAYOR MARTINEZ","PUESTO POLICIAL N° 5","-58.02424","-27.19095","POINT (-6459228.955357323 -3147349.21197516)","12","1EEMBUCU","10","MAYOR MARTINEZ","PUESTO POLICIAL N° 5","-58.02424","-27.19095","-6459228.955357323","-3147349.21197516"
"07","ITAPUA","21","SAN RAFAEL DEL PARANA","COMISARIA 25 SAN RAFAEL DEL PARANA","-54.98886","-26.57409","POINT (-6121331.337904841 -3070360.3681652984)","07","ITAPUA","21","SAN RAFAEL DEL PARANA","COMISARIA 25 SAN RAFAEL DEL PARANA","-54.98886","-26.57409","-6121331.337904841","-3070360.3681652984"
"02","SAN PEDRO","20","LIBERACION","SUB COMISARIA N° 18 SAN RAMON CAPIIBARY","-56.3654","-24.28844","POINT (-6274567.997443336 -2788594.8467969475)","02","SAN PEDRO","20","LIBERACION","SUB COMISARIA N° 18 SAN RAMON CAPIIBARY","-56.3654","-24.28844","-6274567.997443336","-2788594.8467969475"
"12","1EEMBUCU","10","MAYOR MARTINEZ","COMISARIA 22 ITA CORA","-58.20994","-27.23469","POINT (-6479900.673063621 -3152823.2657258403)","12","1EEMBUCU","10","MAYOR MARTINEZ","COMISARIA 22 ITA CORA","-58.20994","-27.23469","-6479900.673063621","-3152823.2657258403"
"00","ASUNCION","00","ASUNCION","COMISARIA 15TA METROPOLITANA","-57.58968","-25.33421","POINT (-6410854.373007904 -2916850.591014444)","00","ASUNCION","00","ASUNCION","COMISARIA 15TA METROPOLITANA","-57.58968","-25.33421","-6410854.373007904","-2916850.591014444"
"07","ITAPUA","01","ENCARNACION","COMISARIA 3RA  CARLOS A. LOPEZ","-55.87287","-27.32839","POINT (-6219739.99058987 -3164559.594300209)","07","ITAPUA","01","ENCARNACION","COMISARIA 3RA  CARLOS A. LOPEZ","-55.87287","-27.32839","-6219739.99058987","-3164559.594300209"
"05","CAAGUAZU","13","R.I. 3 CORRALES","SUB COMISARIA N°35 CALLE 8","-56.26806","-25.37386","POINT (-6263731.314976226 -2921734.9821079117)","05","CAAGUAZU","13","R.I. 3 CORRALES","SUB COMISARIA N°35 CALLE 8","-56.26806","-25.37386","-6263731.314976226","-2921734.9821079117"
"11","CENTRAL","12","1EMBY","SUB COMISARIA N° 08 CAÑADITA ÑEMBY","-57.52779","-25.428","POINT (-6403963.742587648 -2928406.553912094)","11","CENTRAL","12","1EMBY","SUB COMISARIA N° 08 CAÑADITA ÑEMBY","-57.52779","-25.428","-6403963.742587648","-2928406.553912094"
"10","ALTO PARANA","03","DOMINGO MARTINEZ DE IRALA","COMISARIA 31 PUERTO IRALA","-54.62697","-25.90996","POINT (-6081046.29124981 -2987933.880995942)","10","ALTO PARANA","03","DOMINGO MARTINEZ DE IRALA","COMISARIA 31 PUERTO IRALA","-54.62697","-25.90996","-6081046.29124981","-2987933.880995942"
"10","ALTO PARANA","01","CIUDAD DEL ESTE","POLICIA NACIONAL DPTO DE IDENTIFICACIONES","-54.64101","-25.51909","POINT (-6082608.909520605 -2939639.36011838)","10","ALTO PARANA","01","CIUDAD DEL ESTE","POLICIA NACIONAL DPTO DE IDENTIFICACIONES","-54.64101","-25.51909","-6082608.909520605","-2939639.36011838"
"10","ALTO PARANA","04","DR. JUAN LEON MALLORQUIN","COMISARIA 10 JUAN LEON MALLORQUIN","-55.25492","-25.43769","POINT (-6150950.094290298 -2929601.9713603957)","10","ALTO PARANA","04","DR. JUAN LEON MALLORQUIN","COMISARIA 10 JUAN LEON MALLORQUIN","-55.25492","-25.43769","-6150950.094290298","-2929601.9713603957"
"06","CAAZAPA","01","CAAZAPA","COMISARIA 24 ÑU PYAHUMI","-56.31766","-26.13369","POINT (-6269253.39106687 -3015647.9877479635)","06","CAAZAPA","01","CAAZAPA","COMISARIA 24 ÑU PYAHUMI","-56.31766","-26.13369","-6269253.39106687","-3015647.9877479635"
"16","BOQUERON","04","FILADELFIA","SUB COMISARIA N° 1 ARCO IRIS","-59.94144","-21.88901","POINT (-6672650.234483904 -2498204.60764333)","16","BOQUERON","04","FILADELFIA","SUB COMISARIA N° 1 ARCO IRIS","-59.94144","-21.88901","-6672650.234483904","-2498204.60764333"
"08","MISIONES","08","SANTIAGO","SUB COMISARIA N° 19 SAN FELIPE","-56.66624","-27.11618","POINT (-6308057.315515941 -3137994.7345078313)","08","MISIONES","08","SANTIAGO","SUB COMISARIA N° 19 SAN FELIPE","-56.66624","-27.11618","-6308057.315515941","-3137994.7345078313"
"10","ALTO PARANA","01","CIUDAD DEL ESTE","POLICIA NACIONAL INTERPOL","-54.63957","-25.50841","POINT (-6082449.142781244 -2938321.296475878)","10","ALTO PARANA","01","CIUDAD DEL ESTE","POLICIA NACIONAL INTERPOL","-54.63957","-25.50841","-6082449.142781244","-2938321.296475878"
"06","CAAZAPA","01","CAAZAPA","SUB COMISARIA N° 6 ROSARIO TATUY","-56.27362","-26.16525","POINT (-6264350.1772785885 -3019562.7640084918)","06","CAAZAPA","01","CAAZAPA","SUB COMISARIA N° 6 ROSARIO TATUY","-56.27362","-26.16525","-6264350.1772785885","-3019562.7640084918"
"10","ALTO PARANA","01","CIUDAD DEL ESTE","POLICIA NACIONAL","-54.60624","-25.50963","POINT (-6078738.671046769 -2938472.675310948)","10","ALTO PARANA","01","CIUDAD DEL ESTE","POLICIA NACIONAL","-54.60624","-25.50963","-6078738.671046769","-2938472.675310948"
"04","GUAIRA","09","ITURBE","SUB COMISARIA N° 15 CONCEPCION MI","-56.33464","-25.9932","POINT (-6271143.438429952 -2998239.102150431)","04","GUAIRA","09","ITURBE","SUB COMISARIA N° 15 CONCEPCION MI","-56.33464","-25.9932","-6271143.438429952","-2998239.102150431"
"02","SAN PEDRO","01","SAN PEDRO DEL YCUAMANDYYU","SUB COMISARIA Nº 9 AGUARAY MI","-56.75308","-23.92608","POINT (-6317723.603617138 -2744403.517492353)","02","SAN PEDRO","01","SAN PEDRO DEL YCUAMANDYYU","SUB COMISARIA Nº 9 AGUARAY MI","-56.75308","-23.92608","-6317723.603617138","-2744403.517492353"
"12","1EEMBUCU","09","LOS LAURELES","SUB COMISARIA N° 20 APIPE","-57.93206","-27.05468","POINT (-6448967.138661187 -3130304.630783816)","12","1EEMBUCU","09","LOS LAURELES","SUB COMISARIA N° 20 APIPE","-57.93206","-27.05468","-6448967.138661187","-3130304.630783816"
"08","MISIONES","07","SANTA ROSA","SUB COMISARIA N° 17 SAN SOLANO","-56.73407","-26.94903","POINT (-6315607.336067012 -3117105.221636379)","08","MISIONES","07","SANTA ROSA","SUB COMISARIA N° 17 SAN SOLANO","-56.73407","-26.94903","-6315607.336067012","-3117105.221636379"
"16","BOQUERON","02","MCAL. JOSA FALIX ESTIGARRIBIA","COMISARIA 11 PIRIZAL","-60.75928","-22.89917","POINT (-6763692.422199058 -2619829.65028969)","16","BOQUERON","02","MCAL. JOSA FALIX ESTIGARRIBIA","COMISARIA 11 PIRIZAL","-60.75928","-22.89917","-6763692.422199058","-2619829.65028969"
"00","ASUNCION","00","ASUNCION","CASETA POLICIAL PUESTO Nº 22 COMISARIA 16","-57.5661","-25.32325","POINT (-6408228.821887423 -2915501.706270408)","00","ASUNCION","00","ASUNCION","CASETA POLICIAL PUESTO Nº 22 COMISARIA 16","-57.5661","-25.32325","-6408228.821887423","-2915501.706270408"
"07","ITAPUA","20","SAN PEDRO DEL PARANA","COMISARIA 49 GUAZU YGUA","-55.97355","-26.92732","POINT (-6230946.898359225 -3114394.690552194)","07","ITAPUA","20","SAN PEDRO DEL PARANA","COMISARIA 49 GUAZU YGUA","-55.97355","-26.92732","-6230946.898359225","-3114394.690552194"
"04","GUAIRA","08","ITAPE","SUB COMISARIA N° 20 ACOSTA HU","-56.57878","-25.89309","POINT (-6298320.745085583 -2985845.117995328)","04","GUAIRA","08","ITAPE","SUB COMISARIA N° 20 ACOSTA HU","-56.57878","-25.89309","-6298320.745085583","-2985845.117995328"
"10","ALTO PARANA","05","HERNANDARIAS","SUB COMISARIA 19 COL NUEVA FORTUNA","-54.94648","-25.23564","POINT (-6116614.301491761 -2904715.684571082)","10","ALTO PARANA","05","HERNANDARIAS","SUB COMISARIA 19 COL NUEVA FORTUNA","-54.94648","-25.23564","-6116614.301491761","-2904715.684571082"
"16","BOQUERON","04","FILADELFIA","COMISARIA 15 TTE MARTINEZ","-59.83188","-20.91789","POINT (-6660454.419828898 -2382090.586705401)","16","BOQUERON","04","FILADELFIA","COMISARIA 15 TTE MARTINEZ","-59.83188","-20.91789","-6660454.419828898","-2382090.586705401"
"12","1EEMBUCU","09","LOS LAURELES","SUB COMISARIA N° 19 ISLA SOLA","-57.74861","-27.19912","POINT (-6428545.953539933 -3148371.774969794)","12","1EEMBUCU","09","LOS LAURELES","SUB COMISARIA N° 19 ISLA SOLA","-57.74861","-27.19912","-6428545.953539933","-3148371.774969794"
"08","MISIONES","08","SANTIAGO","SUB COMISARIA N° 20 SAN RAMON","-56.65239","-27.04499","POINT (-6306514.851317004 -3129093.2743922737)","08","MISIONES","08","SANTIAGO","SUB COMISARIA N° 20 SAN RAMON","-56.65239","-27.04499","-6306514.851317004","-3129093.2743922737"
"12","1EEMBUCU","09","LOS LAURELES","SUB COMISARIA N°18 POTRERO ESTECHE","-57.66233","-27.12226","POINT (-6418940.673648782 -3138754.612428587)","12","1EEMBUCU","09","LOS LAURELES","SUB COMISARIA N°18 POTRERO ESTECHE","-57.66233","-27.12226","-6418940.673648782","-3138754.612428587"
"16","BOQUERON","04","FILADELFIA","COMISARIA 1RA FILADELFIA","-60.03563","-22.36861","POINT (-6683135.337327998 -2555839.3429085235)","16","BOQUERON","04","FILADELFIA","COMISARIA 1RA FILADELFIA","-60.03563","-22.36861","-6683135.337327998","-2555839.3429085235"
"07","ITAPUA","20","SAN PEDRO DEL PARANA","COMISARIA 56 PINDOYU","-55.90041","-26.84303","POINT (-6222805.361867566 -3103874.488499904)","07","ITAPUA","20","SAN PEDRO DEL PARANA","COMISARIA 56 PINDOYU","-55.90041","-26.84303","-6222805.361867566","-3103874.488499904"
"04","GUAIRA","08","ITAPE","COMISARIA 27 CAROVENI NUEVO","-56.50693","-25.78566","POINT (-6290322.432325926 -2972558.5981894545)","04","GUAIRA","08","ITAPE","COMISARIA 27 CAROVENI NUEVO","-56.50693","-25.78566","-6290322.432325926","-2972558.5981894545"
"05","CAAGUAZU","11","YHU","COMISARIA 30 BELLA VISTA","-55.62175","-24.81266","POINT (-6191784.813746049 -2852751.9254504074)","05","CAAGUAZU","11","YHU","COMISARIA 30 BELLA VISTA","-55.62175","-24.81266","-6191784.813746049","-2852751.9254504074"
"02","SAN PEDRO","18","SANTA ROSA DEL AGUARAY","COMISARIA 28 SANTA BARBARA","-56.27238","-23.84111","POINT (-6264213.105074397 -2734058.3838646496)","02","SAN PEDRO","18","SANTA ROSA DEL AGUARAY","COMISARIA 28 SANTA BARBARA","-56.27238","-23.84111","-6264213.105074397","-2734058.3838646496"
"12","1EEMBUCU","12","SAN JUAN BAUTISTA DE REEMBUCU","PUESTO POLICIAL N° 10 PIRITY","-57.80449","-26.70391","POINT (-6434766.156035162 -3086527.1184120523)","12","1EEMBUCU","12","SAN JUAN BAUTISTA DE REEMBUCU","PUESTO POLICIAL N° 10 PIRITY","-57.80449","-26.70391","-6434766.156035162","-3086527.1184120523"
"08","MISIONES","07","SANTA ROSA","SUB COMISARIA POTRERO ALTO","-56.88174","-26.95069","POINT (-6332046.556774044 -3117312.7919383645)","08","MISIONES","07","SANTA ROSA","SUB COMISARIA POTRERO ALTO","-56.88174","-26.95069","-6332046.556774044","-3117312.7919383645"
"06","CAAZAPA","01","CAAZAPA","COMISARIA 12 SANTA TERESITA","-56.33458","-26.0516","POINT (-6271136.670006601 -3005472.656564096)","06","CAAZAPA","01","CAAZAPA","COMISARIA 12 SANTA TERESITA","-56.33458","-26.0516","-6271136.670006601","-3005472.656564096"
"09","PARAGUARI","01","PARAGUARI","COMISARIA 1RA ÑUATI PARAGUARI","-57.15951","-25.62787","POINT (-6362967.443847282 -2953063.9411546043)","09","PARAGUARI","01","PARAGUARI","COMISARIA 1RA ÑUATI PARAGUARI","-57.15951","-25.62787","-6362967.443847282","-2953063.9411546043"
"02","SAN PEDRO","15","YATAITY DEL NORTE","COMISARIA 15 YATAITY DEL NORTE","-56.35359","-24.84817","POINT (-6273252.8428128315 -2857107.14717072)","02","SAN PEDRO","15","YATAITY DEL NORTE","COMISARIA 15 YATAITY DEL NORTE","-56.35359","-24.84817","-6273252.8428128315","-2857107.14717072"
