"DPTO_x","DPTO_DESC_x","DISTRITO_x","DIST_DESC_x","NOMBRE_x","LONGITUD_x","LATITUD_x","geometry","DPTO_y","DPTO_DESC_y","DISTRITO_y","DIST_DESC_y","NOMBRE_y","LONGITUD_y","LATITUD_y","longitude","latitude"
"08","MISIONES","01","SAN JUAN BAUTISTA","COMISARIA 3 MBURIKA RETA","-57.10482","-26.71558","POINT (-6356879.50772016 -3087981.425179745)","08","MISIONES","01","SAN JUAN BAUTISTA","COMISARIA 3 MBURIKA RETA","-57.10482","-26.71558","-6356879.50772016","-3087981.425179745"
"02","SAN PEDRO","01","SAN PEDRO DEL YCUAMANDYYU","JEFATURA DEPARTAMENTAL","-57.08576","-24.0872","POINT (-6354757.989172793 -2764036.9025824754)","02","SAN PEDRO","01","SAN PEDRO DEL YCUAMANDYYU","JEFATURA DEPARTAMENTAL","-57.08576","-24.0872","-6354757.989172793","-2764036.9025824754"
"12","1EEMBUCU","06","GUAZU CUA","SUB COMISARIA YVAVIJU","-57.87139","-27.04615","POINT (-6442214.021020526 -3129238.7543723187)","12","1EEMBUCU","06","GUAZU CUA","SUB COMISARIA YVAVIJU","-57.87139","-27.04615","-6442214.021020526","-3129238.7543723187"
"10","ALTO PARANA","17","MBARACAYU","PUESTO POLICIAL N° 49 PROCOPIO","-54.61162","-24.97265","POINT (-6079338.020775405 -2872385.223252266)","10","ALTO PARANA","17","MBARACAYU","PUESTO POLICIAL N° 49 PROCOPIO","-54.61162","-24.97265","-6079338.020775405","-2872385.223252266"
"04","GUAIRA","03","MAURICIO JOSE TROCHE","SUB COMISARIA 3 CERRO PUNTA","-56.15574","-25.62211","POINT (-6251228.080004428 -2952351.888936814)","04","GUAIRA","03","MAURICIO JOSE TROCHE","SUB COMISARIA 3 CERRO PUNTA","-56.15574","-25.62211","-6251228.080004428","-2952351.888936814"
"10","ALTO PARANA","01","CIUDAD DEL ESTE","SUB COMISARIA N° 13 BARRIO REMANSITO.","-54.59864","-25.54505","POINT (-6077892.983335434 -2942841.2123251865)","10","ALTO PARANA","01","CIUDAD DEL ESTE","SUB COMISARIA N° 13 BARRIO REMANSITO.","-54.59864","-25.54505","-6077892.983335434","-2942841.2123251865"
"10","ALTO PARANA","15","SANTA ROSA DEL MONDAY","SUB COMISARIA N° 35 COLONIA CURUPAYTY","-54.9769","-25.84494","POINT (-6120000.048487081 -2979888.212975349)","10","ALTO PARANA","15","SANTA ROSA DEL MONDAY","SUB COMISARIA N° 35 COLONIA CURUPAYTY","-54.9769","-25.84494","-6120000.048487081","-2979888.212975349"
"10","ALTO PARANA","16","MINGA PORA","SUB COMISARIA N° 24 LIMOY","-54.90432","-24.82849","POINT (-6111920.540128201 -2854692.8843293004)","10","ALTO PARANA","16","MINGA PORA","SUB COMISARIA N° 24 LIMOY","-54.90432","-24.82849","-6111920.540128201","-2854692.8843293004"
"13","AMAMBAY","01","PEDRO JUAN CABALLERO","COMISARIA 2DA BARRIO GRAL DIAZ","-55.72596","-22.55392","POINT (-6203385.407092551 -2578161.3356901766)","13","AMAMBAY","01","PEDRO JUAN CABALLERO","COMISARIA 2DA BARRIO GRAL DIAZ","-55.72596","-22.55392","-6203385.407092551","-2578161.3356901766"
"10","ALTO PARANA","01","CIUDAD DEL ESTE","SUB COMISARIA N° 3 BARRIO SANTA ANA","-54.63534","-25.53347","POINT (-6081978.699923024 -2941413.468666744)","10","ALTO PARANA","01","CIUDAD DEL ESTE","SUB COMISARIA N° 3 BARRIO SANTA ANA","-54.63534","-25.53347","-6081978.699923024","-2941413.468666744"
"05","CAAGUAZU","07","REPATRIACION","PUESTO POLICIAL N° 6 PUEBLO DE DIOS","-55.89326","-25.53826","POINT (-6222008.722600238 -2942003.6337564783)","05","CAAGUAZU","07","REPATRIACION","PUESTO POLICIAL N° 6 PUEBLO DE DIOS","-55.89326","-25.53826","-6222008.722600238","-2942003.6337564783"
"00","ASUNCION","00","ASUNCION","PUESTO POLICIAL MERCADO 4","-57.62317","-25.29816","POINT (-6414582.054091667 -2912411.1321468535)","00","ASUNCION","00","ASUNCION","PUESTO POLICIAL MERCADO 4","-57.62317","-25.29816","-6414582.054091667","-2912411.1321468535"
"11","CENTRAL","14","SAN LORENZO","COMISARIA 54 LOTE GUAZU","-57.52951","-25.36142","POINT (-6404156.050056467 -2920202.776796846)","11","CENTRAL","14","SAN LORENZO","COMISARIA 54 LOTE GUAZU","-57.52951","-25.36142","-6404156.050056467","-2920202.776796846"
"13","AMAMBAY","01","PEDRO JUAN CABALLERO","PUESTO POLICIAL","-55.90432","-22.32991","POINT (-6223240.22688853 -2551181.650168294)","13","AMAMBAY","01","PEDRO JUAN CABALLERO","PUESTO POLICIAL","-55.90432","-22.32991","-6223240.22688853","-2551181.650168294"
"10","ALTO PARANA","01","CIUDAD DEL ESTE","COMISARIA 3RA BARRIO OBRERO","-54.61632","-25.53335","POINT (-6079861.189907743 -2941398.0494519835)","10","ALTO PARANA","01","CIUDAD DEL ESTE","COMISARIA 3RA BARRIO OBRERO","-54.61632","-25.53335","-6079861.189907743","-2941398.0494519835"
"03","CORDILLERA","13","NUEVA COLOMBIA","COMISARIA 13 NUEVA COLOMBIA","-57.30491","-25.18813","POINT (-6379152.966141288 -2898870.3218649714)","03","CORDILLERA","13","NUEVA COLOMBIA","COMISARIA 13 NUEVA COLOMBIA","-57.30491","-25.18813","-6379152.966141288","-2898870.3218649714"
"00","ASUNCION","00","ASUNCION","COMISARIA 9NA METROPOLITANA","-57.60981","-25.27845","POINT (-6413094.666636257 -2909984.2814982766)","00","ASUNCION","00","ASUNCION","COMISARIA 9NA METROPOLITANA","-57.60981","-25.27845","-6413094.666636257","-2909984.2814982766"
"12","1EEMBUCU","01","PILAR","COMISARIA 4TA YATAITY","-58.25685","-26.88542","POINT (-6485123.171646954 -3109163.9534765)","12","1EEMBUCU","01","PILAR","COMISARIA 4TA YATAITY","-58.25685","-26.88542","-6485123.171646954","-3109163.9534765"
"11","CENTRAL","09","LUQUE","CASETA POLICIAL","-57.49353","-25.25373","POINT (-6400150.942404463 -2906941.6390278614)","11","CENTRAL","09","LUQUE","CASETA POLICIAL","-57.49353","-25.25373","-6400150.942404463","-2906941.6390278614"
"13","AMAMBAY","01","PEDRO JUAN CABALLERO","PUESTO POLICIAL N° 2 VISTA ALEGRE","-55.84847","-22.56461","POINT (-6217022.806442964 -2579450.247746487)","13","AMAMBAY","01","PEDRO JUAN CABALLERO","PUESTO POLICIAL N° 2 VISTA ALEGRE","-55.84847","-22.56461","-6217022.806442964","-2579450.247746487"
"08","MISIONES","02","AYOLAS","COMISARIA 8VA AYOLAS","-56.8426","-27.3811","POINT (-6327688.778186545 -3171166.6590064755)","08","MISIONES","02","AYOLAS","COMISARIA 8VA AYOLAS","-56.8426","-27.3811","-6327688.778186545","-3171166.6590064755"
"11","CENTRAL","09","LUQUE","CASETA POLICIAL","-57.49745","-25.29511","POINT (-6400586.763585748 -2912036.116811025)","11","CENTRAL","09","LUQUE","CASETA POLICIAL","-57.49745","-25.29511","-6400586.763585748","-2912036.116811025"
"08","MISIONES","02","AYOLAS","SUB COMISARIA N° 28 SAN JOSE","-56.86312","-27.40404","POINT (-6329973.903037792 -3174042.6856189)","08","MISIONES","02","AYOLAS","SUB COMISARIA N° 28 SAN JOSE","-56.86312","-27.40404","-6329973.903037792","-3174042.6856189"
"03","CORDILLERA","09","ITACURUBI DE LA CORDILLERA","COMISARIA 9NA ITACURUBI DE LA CORDILLERA","-56.85492","-25.46181","POINT (-6329060.400429616 -2932575.5230343435)","03","CORDILLERA","09","ITACURUBI DE LA CORDILLERA","COMISARIA 9NA ITACURUBI DE LA CORDILLERA","-56.85492","-25.46181","-6329060.400429616","-2932575.5230343435"
"13","AMAMBAY","01","PEDRO JUAN CABALLERO","SUB COMISARIA N° 2 - ZONA INDUSTRIAL","-55.70766","-22.56796","POINT (-6201348.256116804 -2579854.2147527677)","13","AMAMBAY","01","PEDRO JUAN CABALLERO","SUB COMISARIA N° 2 - ZONA INDUSTRIAL","-55.70766","-22.56796","-6201348.256116804","-2579854.2147527677"
"03","CORDILLERA","10","JUAN DE MENA","COMISARIA 10 JUAN DE MENA","-56.76569","-24.95393","POINT (-6319128.122791493 -2870086.667210376)","03","CORDILLERA","10","JUAN DE MENA","COMISARIA 10 JUAN DE MENA","-56.76569","-24.95393","-6319128.122791493","-2870086.667210376"
"12","1EEMBUCU","01","PILAR","POLICIA NACIONAL DPTO CONTRA DELITOS ECONOMICOS","-58.30816","-26.8629","POINT (-6490834.486205887 -3106353.5119814207)","12","1EEMBUCU","01","PILAR","POLICIA NACIONAL DPTO CONTRA DELITOS ECONOMICOS","-58.30816","-26.8629","-6490834.486205887","-3106353.5119814207"
"03","CORDILLERA","11","LOMA GRANDE","COMISARIA 11 LOMA GRANDE","-57.23087","-25.17756","POINT (-6370910.866373417 -2897569.8719152687)","03","CORDILLERA","11","LOMA GRANDE","COMISARIA 11 LOMA GRANDE","-57.23087","-25.17756","-6370910.866373417","-2897569.8719152687"
"07","ITAPUA","10","NATALIO","COMISARIA 90 PUERTO TRIUNFO NATALIO","-55.04117","-26.77789","POINT (-6127155.560805508 -3095749.842780391)","07","ITAPUA","10","NATALIO","COMISARIA 90 PUERTO TRIUNFO NATALIO","-55.04117","-26.77789","-6127155.560805508","-3095749.842780391"
"04","GUAIRA","17","PASO YOBAI","COMISARIA 15 PASO YOBAI","-56.00184","-25.71697","POINT (-6234096.096504147 -2964068.0334672565)","04","GUAIRA","17","PASO YOBAI","COMISARIA 15 PASO YOBAI","-56.00184","-25.71697","-6234096.096504147","-2964068.0334672565"
"03","CORDILLERA","12","MBOCAYATY DEL YHAGUY","COMISARIA 12 MBOCAYATY","-56.72872","-25.34347","POINT (-6315012.002210131 -2917991.1626073387)","03","CORDILLERA","12","MBOCAYATY DEL YHAGUY","COMISARIA 12 MBOCAYATY","-56.72872","-25.34347","-6315012.002210131","-2917991.1626073387"
"04","GUAIRA","18","TEBICUARY","COMISARIA 36 TEBYCUARY","-56.65285","-25.76889","POINT (-6306566.570145058 -2970485.411377099)","04","GUAIRA","18","TEBICUARY","COMISARIA 36 TEBYCUARY","-56.65285","-25.76889","-6306566.570145058","-2970485.411377099"
"00","ASUNCION","00","ASUNCION","COMISARIA 21RA METROPOLITANA","-57.63959","-25.30723","POINT (-6416409.920348201 -2913528.737430128)","00","ASUNCION","00","ASUNCION","COMISARIA 21RA METROPOLITANA","-57.63959","-25.30723","-6416409.920348201","-2913528.737430128"
"10","ALTO PARANA","01","CIUDAD DEL ESTE","SUB COMISARIA N° 4  CDE","-54.6551","-25.53658","POINT (-6084177.637498514 -2941796.81834937)","10","ALTO PARANA","01","CIUDAD DEL ESTE","SUB COMISARIA N° 4  CDE","-54.6551","-25.53658","-6084177.637498514","-2941796.81834937"
"14","CANINDEYU","12","YBYRAROBANA","SUB COMISARIA SANTO DOMINGO","-55.12397","-24.38065","POINT (-6136372.388369968 -2799860.5954431454)","14","CANINDEYU","12","YBYRAROBANA","SUB COMISARIA SANTO DOMINGO","-55.12397","-24.38065","-6136372.388369968","-2799860.5954431454"
"04","GUAIRA","16","DOCTOR BOTTRELL","COMISARIA 13 DR BOTRELL","-56.34077","-25.61596","POINT (-6271825.399296037 -2951593.303751476)","04","GUAIRA","16","DOCTOR BOTTRELL","COMISARIA 13 DR BOTRELL","-56.34077","-25.61596","-6271825.399296037","-2951593.303751476"
"02","SAN PEDRO","16","GUAJAYVI","SUB COMISARIA Nº 23 LUZ BELLA","-56.15952","-24.28865","POINT (-6251648.944909362 -2788621.1009416217)","02","SAN PEDRO","16","GUAJAYVI","SUB COMISARIA Nº 23 LUZ BELLA","-56.15952","-24.28865","-6251648.944909362","-2788621.1009416217"
"04","GUAIRA","14","SAN SALVADOR","COMISARIA 19 SAN SAN SALVADOR","-56.47302","-25.94018","POINT (-6286547.407251401 -2991673.70453904)","04","GUAIRA","14","SAN SALVADOR","COMISARIA 19 SAN SAN SALVADOR","-56.47302","-25.94018","-6286547.407251401","-2991673.70453904"
"12","1EEMBUCU","01","PILAR","JEFATURA DE POLICIA","-58.31015","-26.86377","POINT (-6491055.875196505 -3106461.4944984033)","12","1EEMBUCU","01","PILAR","JEFATURA DE POLICIA","-58.31015","-26.86377","-6491055.875196505","-3106461.4944984033"
"08","MISIONES","05","SAN PATRICIO","COMISARIA 6TA SAN PATRICIO","-56.82455","-26.97195","POINT (-6325680.268500715 -3119967.672171728)","08","MISIONES","05","SAN PATRICIO","COMISARIA 6TA SAN PATRICIO","-56.82455","-26.97195","-6325680.268500715","-3119967.672171728"
"13","AMAMBAY","03","CAPITAN BADO","PUESTO POLICIAL N° 19 AGUARA","-55.78735","-23.3537","POINT (-6210219.132685091 -2674848.809563955)","13","AMAMBAY","03","CAPITAN BADO","PUESTO POLICIAL N° 19 AGUARA","-55.78735","-23.3537","-6210219.132685091","-2674848.809563955"
"05","CAAGUAZU","07","REPATRIACION","SUB COMISARIA 2DA LINEA SAN MIGUEL","-56.10614","-25.5952","POINT (-6245707.234898062 -2949030.7579279155)","05","CAAGUAZU","07","REPATRIACION","SUB COMISARIA 2DA LINEA SAN MIGUEL","-56.10614","-25.5952","-6245707.234898062","-2949030.7579279155"
"04","GUAIRA","15","YATAITY","COMISARIA 10 YATAITY","-56.46702","-25.68744","POINT (-6285880.252308142 -2960420.770484243)","04","GUAIRA","15","YATAITY","COMISARIA 10 YATAITY","-56.46702","-25.68744","-6285880.252308142","-2960420.770484243"
"11","CENTRAL","09","LUQUE","COMISARIA 28 MORA CUE","-57.47482","-25.23706","POINT (-6398067.554466142 -2904889.870251554)","11","CENTRAL","09","LUQUE","COMISARIA 28 MORA CUE","-57.47482","-25.23706","-6398067.554466142","-2904889.870251554"
"13","AMAMBAY","03","CAPITAN BADO","SUB COMISARIA N° 5 YUKYRY GUAZU","-56.07001","-23.43883","POINT (-6241684.52437388 -2685174.938207213)","13","AMAMBAY","03","CAPITAN BADO","SUB COMISARIA N° 5 YUKYRY GUAZU","-56.07001","-23.43883","-6241684.52437388","-2685174.938207213"
"05","CAAGUAZU","07","REPATRIACION","SUB COMISARIA N° 45 - 6TA LINEA GRAL DELGADO","-55.94087","-25.60809","POINT (-6227308.606335171 -2950621.8291011043)","05","CAAGUAZU","07","REPATRIACION","SUB COMISARIA N° 45 - 6TA LINEA GRAL DELGADO","-55.94087","-25.60809","-6227308.606335171","-2950621.8291011043"
"10","ALTO PARANA","16","MINGA PORA","SUB COMISARIA N° 26 COL. 8 DE DICIEMBRE","-54.69419","-24.78014","POINT (-6088528.999614766 -2848763.2328373585)","10","ALTO PARANA","16","MINGA PORA","SUB COMISARIA N° 26 COL. 8 DE DICIEMBRE","-54.69419","-24.78014","-6088528.999614766","-2848763.2328373585"
"07","ITAPUA","12","GENERAL ARTIGAS","COMISARIA 55 POTRERITO","-56.20459","-27.02117","POINT (-6256665.852642922 -3126117.2554198583)","07","ITAPUA","12","GENERAL ARTIGAS","COMISARIA 55 POTRERITO","-56.20459","-27.02117","-6256665.852642922","-3126117.2554198583"
"00","ASUNCION","00","ASUNCION","POLICIA NACIONAL","-57.66782","-25.30923","POINT (-6419552.471968535 -2913774.1619291995)","00","ASUNCION","00","ASUNCION","POLICIA NACIONAL","-57.66782","-25.30923","-6419552.471968535","-2913774.1619291995"
"04","GUAIRA","01","VILLARRICA","COMISARIA 8VA ITA YBU","-56.43234","-25.86219","POINT (-6282019.538668214 -2982023.0670776237)","04","GUAIRA","01","VILLARRICA","COMISARIA 8VA ITA YBU","-56.43234","-25.86219","-6282019.538668214","-2982023.0670776237"
"11","CENTRAL","09","LUQUE","CASETA POLICIAL","-57.52192","-25.27559","POINT (-6403310.406763937 -2909632.750760375)","11","CENTRAL","09","LUQUE","CASETA POLICIAL","-57.52192","-25.27559","-6403310.406763937","-2909632.750760375"
"00","ASUNCION","00","ASUNCION","COMISARIA 8VA METROPOLITANA","-57.63733","-25.31453","POINT (-6416158.65449482 -2914427.082780175)","00","ASUNCION","00","ASUNCION","COMISARIA 8VA METROPOLITANA","-57.63733","-25.31453","-6416158.65449482","-2914427.082780175"
"13","AMAMBAY","02","BELLA VISTA","SUB COMISARIA N° 3 PUERTO AQUIDABAN","-56.30056","-22.68731","POINT (-6267349.904148067 -2594247.696436655)","13","AMAMBAY","02","BELLA VISTA","SUB COMISARIA N° 3 PUERTO AQUIDABAN","-56.30056","-22.68731","-6267349.904148067","-2594247.696436655"
"08","MISIONES","04","SAN MIGUEL","COMISARIA 2DA SAN MIGUEL","-57.03801","-26.53406","POINT (-6349442.755760408 -3065378.58710744)","08","MISIONES","04","SAN MIGUEL","COMISARIA 2DA SAN MIGUEL","-57.03801","-26.53406","-6349442.755760408","-3065378.58710744"
"10","ALTO PARANA","16","MINGA PORA","PUESTO POLICIAL N° 4 CÑIA.COOPASAM","-54.95752","-24.74276","POINT (-6117842.810541934 -2844180.99029601)","10","ALTO PARANA","16","MINGA PORA","PUESTO POLICIAL N° 4 CÑIA.COOPASAM","-54.95752","-24.74276","-6117842.810541934","-2844180.99029601"
"08","MISIONES","03","SAN IGNACIO","COMISARIA 3RA SAN IGNACIO","-57.02453","-26.88984","POINT (-6347941.447930875 -3109715.809935352)","08","MISIONES","03","SAN IGNACIO","COMISARIA 3RA SAN IGNACIO","-57.02453","-26.88984","-6347941.447930875","-3109715.809935352"
"03","CORDILLERA","17","SANTA ELENA","COMISARIA SANTA ELENA","-56.79807","-25.41271","POINT (-6322732.78671745 -2926522.996416619)","03","CORDILLERA","17","SANTA ELENA","COMISARIA SANTA ELENA","-56.79807","-25.41271","-6322732.78671745","-2926522.996416619"
"04","GUAIRA","01","VILLARRICA","COMISARIA 7MA 14 DE MAYO","-56.3866","-25.87903","POINT (-6276927.75352713 -2984106.2366124704)","04","GUAIRA","01","VILLARRICA","COMISARIA 7MA 14 DE MAYO","-56.3866","-25.87903","-6276927.75352713","-2984106.2366124704"
"13","AMAMBAY","03","CAPITAN BADO","COMISARIA 4TA CAPITAN BADO","-55.53656","-23.26611","POINT (-6182301.939070143 -2664231.9110154803)","13","AMAMBAY","03","CAPITAN BADO","COMISARIA 4TA CAPITAN BADO","-55.53656","-23.26611","-6182301.939070143","-2664231.9110154803"
"00","ASUNCION","00","ASUNCION","COMISARIA 3RA METROPOLITANA","-57.63942","-25.28857","POINT (-6416391.244590039 -2911230.52339045)","00","ASUNCION","00","ASUNCION","COMISARIA 3RA METROPOLITANA","-57.63942","-25.28857","-6416391.244590039","-2911230.52339045"
"16","BOQUERON","02","MCAL. JOSC F LIX ESTIGARRIBIA","COMISARIA 9NA BUZARQUIS","-60.64733","-22.69429","POINT (-6751229.525102325 -2595089.3626896176)","16","BOQUERON","02","MCAL. JOSC F LIX ESTIGARRIBIA","COMISARIA 9NA BUZARQUIS","-60.64733","-22.69429","-6751229.525102325","-2595089.3626896176"
"10","ALTO PARANA","16","MINGA PORA","SUB COMISARIA N° 44 COL. SAN LORENZO","-54.87896","-24.71784","POINT (-6109097.62868445 -2841127.818215675)","10","ALTO PARANA","16","MINGA PORA","SUB COMISARIA N° 44 COL. SAN LORENZO","-54.87896","-24.71784","-6109097.62868445","-2841127.818215675"
"13","AMAMBAY","03","CAPITAN BADO","PUESTO POLICIAL N° 25 COLONIA PIRAY","-55.81406","-23.44251","POINT (-6213193.168608131 -2685621.3122294564)","13","AMAMBAY","03","CAPITAN BADO","PUESTO POLICIAL N° 25 COLONIA PIRAY","-55.81406","-23.44251","-6213193.168608131","-2685621.3122294564"
"03","CORDILLERA","14","PIRIBEBUY","COMISARIA 27 RUTA 2 RAMAL PIRIBEBUY","-57.04553","-25.38218","POINT (-6350278.921726787 -2922760.372745916)","03","CORDILLERA","14","PIRIBEBUY","COMISARIA 27 RUTA 2 RAMAL PIRIBEBUY","-57.04553","-25.38218","-6350278.921726787","-2922760.372745916"
"10","ALTO PARANA","16","MINGA PORA","SUB COMISARIA N° 25 SAN ROQUE","-54.99545","-24.68092","POINT (-6122065.8980423175 -2836603.185489724)","10","ALTO PARANA","16","MINGA PORA","SUB COMISARIA N° 25 SAN ROQUE","-54.99545","-24.68092","-6122065.8980423175","-2836603.185489724"
"14","CANINDEYU","11","YASY KAYY","SUB COMISARIA N° 27 COL. SAN JUAN","-55.8161","-24.61983","POINT (-6213419.342605907 -2829120.9349467074)","14","CANINDEYU","11","YASY KAYY","SUB COMISARIA N° 27 COL. SAN JUAN","-55.8161","-24.61983","-6213419.342605907","-2829120.9349467074"
"05","CAAGUAZU","07","REPATRIACION","PUESTO POLICIAL 2 EL TRIUNFO","-55.83965","-25.66173","POINT (-6216041.033009549 -2957244.924262543)","05","CAAGUAZU","07","REPATRIACION","PUESTO POLICIAL 2 EL TRIUNFO","-55.83965","-25.66173","-6216041.033009549","-2957244.924262543"
"06","CAAZAPA","08","TAVAI","COMISARIA 5TA TAVAI","-55.49532","-26.17699","POINT (-6177710.460201232 -3021018.326155848)","06","CAAZAPA","08","TAVAI","COMISARIA 5TA TAVAI","-55.49532","-26.17699","-6177710.460201232","-3021018.326155848"
"03","CORDILLERA","16","SAN BERNARDINO","COMISARIA 16 SAN BERNARDINO","-57.29918","-25.30868","POINT (-6378515.86918956 -2913706.458784982)","03","CORDILLERA","16","SAN BERNARDINO","COMISARIA 16 SAN BERNARDINO","-57.29918","-25.30868","-6378515.86918956","-2913706.458784982"
"10","ALTO PARANA","01","CIUDAD DEL ESTE","POLICIA NACIONAL OFICINA DE GUARDIA","-54.61514","-25.52239","POINT (-6079730.092424535 -2940046.012491279)","10","ALTO PARANA","01","CIUDAD DEL ESTE","POLICIA NACIONAL OFICINA DE GUARDIA","-54.61514","-25.52239","-6079730.092424535","-2940046.012491279"
"10","ALTO PARANA","01","CIUDAD DEL ESTE","JEFATURA DE POLICIA","-54.61535","-25.52192","POINT (-6079752.84728409 -2939988.649726789)","10","ALTO PARANA","01","CIUDAD DEL ESTE","JEFATURA DE POLICIA","-54.61535","-25.52192","-6079752.84728409","-2939988.649726789"
"12","1EEMBUCU","04","DESMOCHADOS","SUB COMISARIA N° 17 SAN ROQUE","-58.20554","-27.13589","POINT (-6479410.888615195 -3140460.1084216097)","12","1EEMBUCU","04","DESMOCHADOS","SUB COMISARIA N° 17 SAN ROQUE","-58.20554","-27.13589","-6479410.888615195","-3140460.1084216097"
"10","ALTO PARANA","01","CIUDAD DEL ESTE","POLICIA NACIONAL GRUPO GEO","-54.61552","-25.5231","POINT (-6079771.7917524325 -2940133.7705598637)","10","ALTO PARANA","01","CIUDAD DEL ESTE","POLICIA NACIONAL GRUPO GEO","-54.61552","-25.5231","-6079771.7917524325","-2940133.7705598637"
"06","CAAZAPA","07","SAN JUAN NEPOMUCENO","COMISARIA 3RA  SAN JUAN NEPOMUCENO","-55.93631","-26.11242","POINT (-6226801.162686977 -3013010.972595504)","06","CAAZAPA","07","SAN JUAN NEPOMUCENO","COMISARIA 3RA  SAN JUAN NEPOMUCENO","-55.93631","-26.11242","-6226801.162686977","-3013010.972595504"
"10","ALTO PARANA","01","CIUDAD DEL ESTE","SISTEMA 911","-54.61492","-25.52278","POINT (-6079704.633191794 -2940094.5509978724)","10","ALTO PARANA","01","CIUDAD DEL ESTE","SISTEMA 911","-54.61492","-25.52278","-6079704.633191794","-2940094.5509978724"
"03","CORDILLERA","06","EMBOSCADA","COMISARIA 6TA EMBOSCADA","-57.34942","-25.12308","POINT (-6384108.786203518 -2890869.3138612336)","03","CORDILLERA","06","EMBOSCADA","COMISARIA 6TA EMBOSCADA","-57.34942","-25.12308","-6384108.786203518","-2890869.3138612336"
"03","CORDILLERA","15","PRIMERO DE MARZO","COMISARIA 15 1° MARZO","-56.92932","-25.15174","POINT (-6337343.391292203 -2894393.799388461)","03","CORDILLERA","15","PRIMERO DE MARZO","COMISARIA 15 1° MARZO","-56.92932","-25.15174","-6337343.391292203","-2894393.799388461"
"04","GUAIRA","01","VILLARRICA","COMISARIA 26 CAROVENI","-56.4728","-25.77868","POINT (-6286522.813537119 -2971695.0003667506)","04","GUAIRA","01","VILLARRICA","COMISARIA 26 CAROVENI","-56.4728","-25.77868","-6286522.813537119","-2971695.0003667506"
"00","ASUNCION","00","ASUNCION","COMANDANCIA POLICIA NACIONAL","-57.63338","-25.28143","POINT (-6415718.187342502 -2910351.8892312623)","00","ASUNCION","00","ASUNCION","COMANDANCIA POLICIA NACIONAL","-57.63338","-25.28143","-6415718.187342502","-2910351.8892312623"
"10","ALTO PARANA","01","CIUDAD DEL ESTE","PUESTO POLICIAL N° 11 SANTA ANA","-54.64712","-25.53883","POINT (-6083289.905561487 -2942074.2983576455)","10","ALTO PARANA","01","CIUDAD DEL ESTE","PUESTO POLICIAL N° 11 SANTA ANA","-54.64712","-25.53883","-6083289.905561487","-2942074.2983576455"
"06","CAAZAPA","07","SAN JUAN NEPOMUCENO","POLICIA NACIONAL DPTO DE IDENTIFICACIONES","-55.94147","-26.10755","POINT (-6227375.678937355 -3012407.8295548814)","06","CAAZAPA","07","SAN JUAN NEPOMUCENO","POLICIA NACIONAL DPTO DE IDENTIFICACIONES","-55.94147","-26.10755","-6227375.678937355","-3012407.8295548814"
"12","1EEMBUCU","05","GENERAL DIAZ","SUB COMISARIA N° 12 LOMA GUAZU","-58.34482","-27.13845","POINT (-6494916.205492804 -3140780.1870546862)","12","1EEMBUCU","05","GENERAL DIAZ","SUB COMISARIA N° 12 LOMA GUAZU","-58.34482","-27.13845","-6494916.205492804","-3140780.1870546862"
"10","ALTO PARANA","02","PRESIDENTE FRANCO","SUB COMISARIA 2 BARRIO FATIMA","-54.61775","-25.54021","POINT (-6080020.06475421 -2942244.5170838158)","10","ALTO PARANA","02","PRESIDENTE FRANCO","SUB COMISARIA 2 BARRIO FATIMA","-54.61775","-25.54021","-6080020.06475421","-2942244.5170838158"
"07","ITAPUA","20","SAN PEDRO DEL PARANA","COMISARIA 53 CURUZU ESTEBAN","-56.03091","-26.79296","POINT (-6237332.822151884 -3097628.8918018024)","07","ITAPUA","20","SAN PEDRO DEL PARANA","COMISARIA 53 CURUZU ESTEBAN","-56.03091","-26.79296","-6237332.822151884","-3097628.8918018024"
"03","CORDILLERA","14","PIRIBEBUY","COMISARIA 14 PIRIBEBUY","-57.04173","-25.46546","POINT (-6349855.820753617 -2933025.19974023)","03","CORDILLERA","14","PIRIBEBUY","COMISARIA 14 PIRIBEBUY","-57.04173","-25.46546","-6349855.820753617","-2933025.19974023"
"04","GUAIRA","01","VILLARRICA","SUB COMISARIA N° 022 TUYUTI GUAZU","-56.47303","-25.76782","POINT (-6286548.614625347 -2970353.2261560173)","04","GUAIRA","01","VILLARRICA","SUB COMISARIA N° 022 TUYUTI GUAZU","-56.47303","-25.76782","-6286548.614625347","-2970353.2261560173"
"12","1EEMBUCU","04","DESMOCHADOS","SUB COMISARIA N° 13 SANTA CATALINA","-58.20341","-27.08176","POINT (-6479174.52022974 -3133690.299472487)","12","1EEMBUCU","04","DESMOCHADOS","SUB COMISARIA N° 13 SANTA CATALINA","-58.20341","-27.08176","-6479174.52022974","-3133690.299472487"
"03","CORDILLERA","04","ATYRA","COMISARIA 4TA ATYRA","-57.17324","-25.27773","POINT (-6364496.081551618 -2909895.917066751)","03","CORDILLERA","04","ATYRA","COMISARIA 4TA ATYRA","-57.17324","-25.27773","-6364496.081551618","-2909895.917066751"
"11","CENTRAL","12","1EMBY","COMISARIA 7MA ÑEMBY","-57.54662","-25.39228","POINT (-6406059.914846816 -2924004.6224740976)","11","CENTRAL","12","1EMBY","COMISARIA 7MA ÑEMBY","-57.54662","-25.39228","-6406059.914846816","-2924004.6224740976"
